,Created_at,User_name,Tweet
33,2023-02-08 09:26:30,@H0_Ly,"RT @82HU21raoBGKlet: @himasoraakane コレ、今年に入ってからExcelで作ったんじゃないですか？
日付の所「10/20」って入力するとセルの書式によっては令和5年10月20日になってしまいます。
去年の書類を作りたいときは「2022/10/20…"
34,2023-02-08 09:26:29,@DTIRegion4A,ATM| 2023 Coconut Farmers and Industry Development Plan (CFIDP) Project Coordinators' Meeting at the DTI 4-A Region… https://t.co/snn39JrzKx
35,2023-02-08 09:26:30,@JasserASalem,RT @MY_MUSLIM: #BDS https://t.co/6Hig96WlCX
36,2023-02-08 09:26:30,@zyriljay216,New FTX CEO Says Never Seen Such ‘Complete Failure’ Of Corporate Control https://t.co/2bJHNnsvsQ
37,2023-02-08 09:26:30,@boobarMctater,@LegendaryEnergy @Cernovich I painted a painting a day in 2022. Long year but worth it. I’m pooped.
38,2023-02-08 09:26:31,@minoaka6206623,"RT @TripUtopia: 針を大事に使うため、ピンクッションの手作りにチャレンジするのはいかがですか😆💕

ボトルを土台に作れば、仮止めクリップやハギレ・あまり糸を収納するスペースもできますよ😊

店主も愛用していますがとても便利です！

レシピはこちら💁‍♀️
http…"
39,2023-02-08 09:26:31,@muekami7,"RT @asahibeer_jp: ／
本日スタート！！
#スタフリ過去最高売上 感謝キャンペーン 🍻
抽選で100名様に当たる！
＼

おいしい「糖質ゼロ※」で選ばれて
アサヒスタイルフリーは2022年、
おかげさまで過去最高売上を更新⤴
※食品表示基準による

🎁応募方法…"
40,2023-02-08 09:26:31,@imtrizteza,@ousafadenha 2022
41,2023-02-08 09:26:31,@RanaRia17377672,Discuss Produce bigger eyes with colored contact lenses in English and Urdu https://t.co/LTaMys7tl5
42,2023-02-08 09:26:31,@messymery,RT @buttertoaxt: #eimiko 2022 https://t.co/7SVaMaB69Y
43,2023-02-08 09:26:31,@tenjeonjungkook,RT @mookkusptz: I'm vote #JIN (#TheAstronaut) for KPOP SOLO OF THE YEAR category at the 2022 #TopMusicUniverse Award https://t.co/iC93e3LWLr
44,2023-02-08 09:26:31,@BKIPMMamuju,"Hai #SahabatBahari, sangat disayangkan nih, selama tahun 2022 tercatat terdapat 25 kasus mamalia laut terdampar yan… https://t.co/GYqVU9iluP"
45,2023-02-08 09:26:32,@PeterLeeDPT,"RT @curious_founder: BP just announced that it will join Shell in slowing its transition to clean energy. 

The company plans to use record…"
46,2023-02-08 09:26:33,@carolynsbuddy,"RT @PaulRieckhoff: .@POTUS mentioned #BurnPits. It was a fight that took us decades. It was too hard and too slow, but we finally got the #…"
47,2023-02-08 09:26:33,@panos941,🇺🇸☯️ https://t.co/tL3w5IM7tu
48,2023-02-08 09:26:33,@940218_j,Voten por j-hope https://t.co/uU8CYQcEOA
49,2023-02-08 09:26:33,@azcamper3,@NoLieWithBTC https://t.co/hpQqEsdyTV
50,2023-02-08 09:26:34,@risothonero,RT @maru_illo: They are Mr Seals Your Girl (2022) https://t.co/UkzrKDhdgG
51,2023-02-08 09:26:34,@unholycyrusss,"RT @beyoncepress: .@Beyonce's ""AMERICA HAS A PROBLEM"" has received '362,661' streams yesterday on #Spotify (Feb 6).

— Biggest update since…"
52,2023-02-08 09:26:34,@NellyDu03697410,RT @yasnalewin: Inversión extranjera de 2022 fue 36% más alto que el promedio del último quinquenio y 23% superior al promedio de la serie…
53,2023-02-08 09:26:35,@pramitheus,"RT @dmtalkies: 'Empire Of Light' Themes, Explained: Racism, Sexism &amp; More Unfolding Around A Movie Theater https://t.co/ZO4XegRz1z"
54,2023-02-08 09:26:28,@einsteinium_jk,"RT @kchartsmaster: Billboard Top Album Sales (week of February 11, 2022):

1. 'The Name Chapter: TEMPTATION', @TXT_members 
14. 'Jack in th…"
55,2023-02-08 09:26:28,@Arqumedes19581,"RT @SoniaMont22: Buenas noches 💤🌃🌓🏃🧎🤸💆⛹️🧑‍🦼🙇🤸🧎🤹🧍💇🤾💆🧏🧑‍🦯🧎🤸🤸🧍💆🧑‍🦼🙇🧘🏻‍♀️💆🛌🏻💆🧘🏻‍♀️💆🤸🧍🤾💆🧑‍🦼🙋🛌🏻🧎🏃💇
#VenezuelaMonumental"
56,2023-02-08 09:26:28,@Hugo0056,"Chile el año 2022, registra la más alta inversión extranjera desde 2015"
57,2023-02-08 09:26:28,@moriludido,1996-2023: gay
58,2023-02-08 09:26:28,@HawaiiSunSafety,"Credit: Jacqueline Kilikita, Refinery29, June 25, 2022 https://t.co/TcbknspopQ"
59,2023-02-08 09:26:29,@tomfagnot,"昨日も抜群の安定感で素晴らしいで成績を残している✨

優秀なEAにプラスして
海外FX大手の業務提携をし
特別ボーナスを受け取る事が可能です👌

本来、必要な証拠金が半分で済み
利益は2倍得る事出来ます👍
https://t.co/7l7lf3xN1I"
60,2023-02-08 09:26:29,@Nicol0694593861,@btsunike08 I vote #JHOPE (#MORE) for KPOP SOLO OF THE YEAR category at the 2022 #TopMusicUniverseAwards
61,2023-02-08 09:26:29,@isadoronaldo7,@ousafadenha 2021 e 2022
62,2023-02-08 09:26:30,@Pfandgott,RT @SWagenknecht: #Bennet arbeitete im März 2022 an einer Verhandlungslösung. Jetzt bestätigt der ehemalige israelische Ministerpräsident B…
63,2023-02-08 09:26:30,@pirikapika,"RT @bodetan: H19以降、未就学児の誘拐事案は横ばいに対し、小中学生は増加しているそう。連れ去るなら、園児のほうが簡単なはずです。ただし園児の横には、大抵大人がいます。誘拐犯からすると、ターゲットの「幼さ」よりも「一人でいる子」のほうが、大事な条件なのでしょう。
h…"
64,2023-02-08 09:26:30,@arucald,これ「映画2倍速速再生」の話しとは根本的に違うモノです。勘違い召されるナ
65,2023-02-08 09:26:30,@dawnbarrameda,"RT @inquirerdotnet: 'HONOR OF A LIFETIME 💖' 

LOOK: Former Vice President Leni Robredo looks back at her proclamation rally with running ma…"
66,2023-02-08 09:26:30,@ernestocametro,"RT @PastranaTweet: OSCAR 2023: Nuevo Clip de la Nominada a 3 Oscares ""Babylon"" (2022).
#FilmTwitter #Oscars #Oscars2023 #RumboALaEstatuilla…"
67,2023-02-08 09:26:30,@HafteTig,"RT @Rahel122224: The invading Eritrea /n &amp;Ethiopa/n forces attacked the monastery on March21,2021.
The monk’s homes,food stores, manuscript…"
68,2023-02-08 09:26:30,@LourdesAceves5,"RT @leagueofcities: Today, cities, towns &amp; villages are putting the #BipartisanInfrastructureLaw to work. Together, we can strengthen &amp; reb…"
69,2023-02-08 09:26:31,@Fro20Diego,"RT @IvanDuque: Los hechos hablan por sí solos: 

1. CONPES 3900 del 25 de septiembre del 2017. Primera Línea del Metro de Bogotá (sin ningu…"
70,2023-02-08 09:26:31,@kitune_amekonko,"今うちにあるのは、正嗣の冷凍餃子だもん
調査対象外だもん
スーパーに売ってる餃子(調査対象)もたまに買うけど、圧倒的に餃子のお店の冷凍餃子買うもんなぁ〜
それで2位ならいいんじゃね？
どってことないっす👍"
71,2023-02-08 09:26:31,@acobong,"RT @NINTENSHIELD: 닌텐도 스위치
""스플래툰 3""

전 세계 판매량 1013만장 돌파

(*2022년 12월 집계 기준) https://t.co/DeE3gc6NZv"
72,2023-02-08 09:26:32,@bSAxKFLFYlqBBfy,"RT @pia_kansai: 『#サバカン SABAKAN』が作品賞ほか、4冠🎊
#村上淳 と #吉岡里帆 が主演賞獲得✨
《#おおさかシネマフェスティバル2023》2022年度のベストテン＆個人賞を発表！
https://t.co/By0MN3L69t"
73,2023-02-08 09:26:32,@riromtz,"RT @mymoonday: As a New Jersey @MomsDemand volunteer, I’m thankful that @POTUS prioritized gun violence prevention in 2022 by passing the f…"
74,2023-02-08 09:26:33,@raquer69,"RT @kdramadaisy: Crash Landing On You, Episode 17 (2022) https://t.co/j4Hxsty1PO"
75,2023-02-08 09:26:33,@alliestipsits04,my girls❤️💙
76,2023-02-08 09:26:34,@AlbieMKII,i could name at least 10 that have happened since the start of 2022
77,2023-02-08 09:26:34,@hillllme,RT @strowberiies: 🏆I vote #BTS (@BTS_twt) for KPOP ARTIST OF THE YEAR category at the 2022 #TopMusicUniverse Awards ✨
78,2023-02-08 09:26:34,@itsrealpikaa,"RT @pledis_17: 2022 SVT 6TH FAN MEETING 〈SEVENTEEN in CARAT LAND〉 MEMORY BOOK+ SPOT #1

▶️ https://t.co/ic9MEyXT6c

#세븐틴 #SEVENTEEN
#SVTinC…"
79,2023-02-08 09:26:34,@eiiiya,"RT @IdentityVJP: 2022年度夏季IJLの頂点に輝いた
ZETA DIVISION（@zeta_idv）！

彼らの優勝を記念して
ペットが制作されますの！

柔らかな毛並みにフサフサな尻尾。
仮面から走る鋭い閃光が格好良いの！

こちらは2月18日より
エコー…"
80,2023-02-08 09:26:35,@gelaybarrion_,"RT @inquirerdotnet: 'HONOR OF A LIFETIME 💖' 

LOOK: Former Vice President Leni Robredo looks back at her proclamation rally with running ma…"
81,2023-02-08 09:26:35,@No2Porn,"RT @MOUJ_sa: #الهلال
#الزعيم
#كبير_آسيا

🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉

في نهائي كأس العالم للأندية 2022

🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉

🔹20 شيرت فئة الجماهير هدية لمتابعي حسا…"
82,2023-02-08 09:26:35,@ChaaronPearson,RT @mhugolopez: DYK https://t.co/Px4z5mp0iR @pewscience @pewresearch #sotu2023
83,2023-02-08 09:26:35,@nickboston35,"RT @jasrifootball: Report: The #Cowboys are expected to place the franchise tag on star RB Tony Pollard, per @TonyPauline 

Pollard explode…"
84,2023-02-08 09:26:35,@aetorjx2el,"RT @engfadom: 📣โหวตมาอีกแล้วค่า​ ""ไทยรัฐที่สุดแห่งปี​ 2022""💚

▪️ข่าววงการบันเทิงแห่งปี
▪️คนดังแห่งปี
▪️คู่จิ้นแห่งปี

เปิดโหวตตั้งแต่วันนี้…"
85,2023-02-08 09:26:35,@mystarmagic,"@magiclvjk @BTS_twt I vote #BTS (@BTS_twt) for KPOP ARTIST OF THE YEAR category at the 2022 #TopMusicUniverseAwards

Jung Hoseok"
86,2023-02-08 09:26:35,@27_onesixk,"RT @engfadom: 📣โหวตมาอีกแล้วค่า​ ""ไทยรัฐที่สุดแห่งปี​ 2022""💚

▪️ข่าววงการบันเทิงแห่งปี
▪️คนดังแห่งปี
▪️คู่จิ้นแห่งปี

เปิดโหวตตั้งแต่วันนี้…"
87,2023-02-08 09:26:35,@RayanAlkaf,"RT @MOUJ_sa: #الهلال
#الزعيم
#كبير_آسيا

🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉

في نهائي كأس العالم للأندية 2022

🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉

🔹20 شيرت فئة الجماهير هدية لمتابعي حسا…"
88,2023-02-08 09:26:35,@HCiavotto,RT @Madelei61141366: In spite of trump’s attempt to undermine trade the Commerce Department reports two-way trade between the US &amp; and Chin…
89,2023-02-08 09:26:35,@ChrisBall_70,"RT @MarshaBlackburn: I introduced a measure to cut off Communist China from buying U.S. farmland.
 
Chuck Schumer and Senate Democrats vote…"
90,2023-02-08 09:26:35,@FaiyazFayz,"RT @LeadToday: The Most Important Part of Communication
https://t.co/8YQQIh85Ce"
91,2023-02-08 09:26:35,@anaciotii,"RT @luccasml_: Você sabia?

Abel Ferreira já sofreu bullyng. Em 2022 ele foi comparado a um tal de Vitor Pereira...

Diga não a esta pratic…"
92,2023-02-08 09:26:35,@endlessroad52,"🔴名古屋チャンス撮影会📷
2/23(祝木)
前回は大阪だったので、今回は名古屋！昨年の5月振りに会いに行くので、是非撮りにきてください💓初めましても大歓迎🙌✨

⚫︎セッション
https://t.co/JbfRvVcshd
⚫︎… https://t.co/wuUMSIQOHg"
93,2023-02-08 09:26:36,@HafteTig,"RT @Rahel122224: Monks &amp; hermits of Waldba  were persecuted, their heritages tarnished not because of their religion but because of their “…"
94,2023-02-08 09:26:36,@alo_wez,"@starnewskorea @Daily_JK97 WE LOVE YOU JUNGKOOK

I vote for #LeftandRight as #BestMusicVideo at the #iHeartAwards… https://t.co/w61mmU58nD"
95,2023-02-08 09:26:36,@tulshibhaimakv2,"RT @Vhip456: @AKRAKESHIAS1
મારા સ્નૅહી વડીલૉનૅ નમ્ર વિનંતી છે કે કૉરૉના કાળ પછી ભરતીઑ માં સમય ખુબજ ગયૉ છૅ 
*પૉલિસ ભરતી 2022* માં ફુલ નહિ તૉ…"
96,2023-02-08 09:26:36,@eduardotmotajr,Aqui dançando ao som da música mais ouvida do meu 2022. Amiúde - deusa @amarinasena ❤️
97,2023-02-08 09:26:36,@3160g_,"RT @kuromaru_: オーマイ！
リプで教えていただいてやっとこ把握しました🙌

ドラマ『#クロサギ』
TVstationドラマ大賞2022
主演男優賞・作品賞
おめでとうございます✨

な、なんかもうすごいな～～～……"
98,2023-02-08 09:26:36,@HEAVENRRIE,@augustinenooo it was released in late 2021 meaning it had a little over a month in selling there and then had over… https://t.co/OoJCLRQ4lm
99,2023-02-08 09:26:36,@curtis8658,"RT @tomselliott: ACTUAL #SOTU:

Inflation: 14.5%
Deficit: $1.6 trillion
Debt $31.5 trillion 
States' debt $1.2 trillion
Debt-to-GDP: 120%
D…"
100,2023-02-08 09:26:36,@IntelPolicy,"Since the #CHIPSAct was introduced, @Intel has announced a total $43.5 billion across our sites in Arizona, New Mex… https://t.co/HVpvHd3BEX"
101,2023-02-08 09:26:37,@hillllme,RT @purplily10: I vote #JHope (#MORE ) for KPOP SOLO OF THE YEAR category at the 2022 #TopMusicUniverse Awards
102,2023-02-08 09:26:37,@pandul69,"RT @JavierBlas: BASF, world's top chemical producer, releases profit warning, cost-cutting program and job losses (and says it was loss-mak…"
103,2023-02-08 09:26:37,@KirbyAtlas1776,#tuesdayvibes
104,2023-02-08 09:26:37,@ZaddyVasquez,"RT @Guyoguy1: GIS Guys in jeans: Rocky Vallarta and Jack Kross https://t.co/3U7joByZID

@masqulinxxx / @bro_networkxxx presents 2 very hand…"
105,2023-02-08 09:26:37,@kumakuma_beam,"RT @IdentityVJP: 2022年度夏季IJLの頂点に輝いた
ZETA DIVISION（@zeta_idv）！

彼らの優勝を記念して
ペットが制作されますの！

柔らかな毛並みにフサフサな尻尾。
仮面から走る鋭い閃光が格好良いの！

こちらは2月18日より
エコー…"
106,2023-02-08 09:26:37,@EradiquerSexism,RT @pat_bacc: Les milliards existent. Ils sont même dans les mains de quelques uns.
107,2023-02-08 09:26:37,@iyamiami2,"RT @roger199201: Otro Evento en el coinciden Carolina Barrero y Cubadecide. Qué está pasando aquí...
https://t.co/rgf1kqeAif https://t.co/4…"
108,2023-02-08 09:26:37,@dragoncito97,"RT @lovekatysvibe: Most streamed female albums of 2022 on Spotify:

— make sure you follow me, ifb ✨
https://t.co/QSm6OXgc2Q https://t.co/1…"
109,2023-02-08 09:26:37,@RosendoAriza,RT @Granma_Digital: 📚🏆Las obras merecedoras de los premios de la Crítica Literaria y la Crítica Científico-Técnica 2022 fueron anunciadas r…
110,2023-02-08 09:26:37,@toastycrunchy7,"RT @ellenent: QRT with an old and a new drawing!

Fire Princess Peach! 2018/2022 🔥 https://t.co/nQ2neHXImw"
111,2023-02-08 09:26:37,@hidamaromi,"RT @heheherorin: ミスタードーナツ@misterdonut_jp 様

「 #推しド総選挙2022 キャンペーン」に当選し、ミスタードーナツ ギフトチケット 500円分を頂きました🍩

大好きなミスド。何を食べようかな☺️
ありがとうございました🙏

#当選報告…"
112,2023-02-08 09:26:37,@Ida_Raine,"RT @saturdaysun2009: @BrianEntin This Vanity Fair article is a must-read on this travesty
https://t.co/4T4HPoDTYA"
113,2023-02-08 09:26:38,@macky_maango,RT @raffymagno: “The president's family had been hounded by the issue of unpaid P203-billion estate taxes during the campaign period in the…
114,2023-02-08 09:26:38,@BiwengerBasket,Puntos del #OrlandoMagic 98 - 102 #NewYorkKnicks en #Biwenger https://t.co/Wc8uIT0wdZ https://t.co/23DH3TeBNo
115,2023-02-08 09:26:37,@Alpona47812222,Design 785 https://t.co/4SOWDJAkR8 https://t.co/wUNkzMerOU
116,2023-02-08 09:26:38,@reh01615497,https://t.co/FlCHnWxpEF
117,2023-02-08 09:26:39,@cerquera_heiner,"RT @RevistaSemana: El más reciente reporte de Comscore, del mes de diciembre, reveló que https://t.co/TwqZi1LAjR tuvo un total de 11.714.91…"
118,2023-02-08 09:26:39,@RandyWilliams09,"RT @4MR_Monty: #Panthers 2022 Secondary 

Myles Hartsfield , CJ Henderson , Keith Taylor , Josh Norman https://t.co/VnN7rJ6ySy"
119,2023-02-08 09:26:39,@HafteTig,"RT @Rahel122224: They also damaged &amp; shelled churches, monasteries, &amp; their tangible heritages.
The monasteries of Debre Abay, Samuel Qoyet…"
120,2023-02-08 09:26:39,@sharktoshi_,@very_basic_guy @Slatzism 2022
121,2023-02-08 09:26:39,@shafatkira,"RT @vision_kashmir: Over 25,000 vacancies filled in various govt departments in JK till Dec 2022: Centre https://t.co/O7efZK3aXU"
122,2023-02-08 09:26:39,@takaku2021,"RT @covidacc: @Atama_Saru 具体的には下のどの国のことですか？ほとんどの欧州の国は2,020の冬に開始する前に流行の立ち上がりは起きてますよ。

https://t.co/CVFH2u9KoR"
123,2023-02-08 09:26:39,@blinnell,"RT @Lancegooden: Joe Biden's 2022 State of the Union:

'We need to secure the border.'

FY 2022 Illegal Border Crossings:

A record 2.4 mil…"
124,2023-02-08 09:26:39,@ProphecyBBreaks,@CardPurchaser 2022 Topps Holiday Seiya Suzuki RC - To my fav boss at work
125,2023-02-08 09:26:39,@govc_institute,"What are the fundamental aspects of your communications strategy? 

Learn what some of our guests from 2022 have to… https://t.co/AKWgk6XIvL"
126,2023-02-08 09:26:40,@speedfo07252868,"兴安岭是多么会打扮自己啊：青松作衫，白桦为裙，还穿着绣花鞋
加粉丝/播放量/刷贊/評論/分享
有需要的联系客服 WeChat：L1565957204
量大優惠
#Seng_wichai #世界杯 #London #八戒体育… https://t.co/ZjclNPzNag"
127,2023-02-08 09:26:40,@sevenvan0711,"アメブロを投稿しました。
『佐賀記念予想』
#アメブロ #ブログ更新 https://t.co/gM5MLPaYOX"
128,2023-02-08 09:26:40,@teracciz,"RT @camellianna12: 更新

譲
つばきクリイベピンポス
河西９
小野田１９

求
定価

交換は対面のみ https://t.co/LYCfY5qTeV"
129,2023-02-08 09:26:40,@aIJvjGMKryaapoS,"RT @dengekionline: みふゆが火の魔王になり、精神年齢が子どもに⁉ 『マギレコ』クリスマスイベントは衝撃の展開だらけ【電撃冬アニメ×ゲーム】

#電撃冬アニメゲーム2022 キャンペーンで、この投稿をRTするとアマギフ券3000円当たる！（2/8まで）

#マギ…"
130,2023-02-08 09:26:40,@AdeyemiOmolar17,"RT @CalEndow: California often leads the way in Civil Rights — but reparations are seldom seen on a state-level.

Our state is taking a loo…"
131,2023-02-08 09:26:41,@Omahajamie,"RT @RonDeSantisFL: In 2018, Democrats outnumbered Republicans by nearly 300,000.

By Election Day 2022, Republicans outnumbered Democrats b…"
132,2023-02-08 09:26:41,@L0VE_1S_Y0U,"RT @IdentityVJP: 2022年度夏季IJLの頂点に輝いた
ZETA DIVISION（@zeta_idv）！

彼らの優勝を記念して
ペットが制作されますの！

柔らかな毛並みにフサフサな尻尾。
仮面から走る鋭い閃光が格好良いの！

こちらは2月18日より
エコー…"
133,2023-02-08 09:26:41,@reillydance,24th February 2022 was start of Russia Ukraine War. 11th November 2023 is 1111 will be 625 days later. https://t.co/3jnAfmzmXY
134,2023-02-08 09:26:41,@riromtz,"RT @HeyCaptainAl: As an Illinois @MomsDemand volunteer and @Everytown Senior Survivor Fellow, I’m grateful @POTUS prioritized gun violence…"
135,2023-02-08 09:26:41,@kristofgrvz,"RT @inquirerdotnet: 'HONOR OF A LIFETIME 💖' 

LOOK: Former Vice President Leni Robredo looks back at her proclamation rally with running ma…"
136,2023-02-08 09:26:42,@bera_dez,"RT @D3kuAfterD4rk: Howdy folks! It’s been a second, hasn’t it?

Figured I may as well share some unfinished pieces from 2022 📝 https://t.co…"
137,2023-02-08 09:26:42,@BcSteephill,RT @BcSteephill: Trudeau is sending his side kick to India because his two-faced hypocrisy on their farm protests and his EA caused very se…
138,2023-02-08 09:26:42,@NBrumat,RT @martin_fma: @carlavizzotti Deberíamos sumarle que Desde que está la nefasta ley de aborto en Argentina y hasta septiembre de 2022 las p…
139,2023-02-08 09:26:42,@KVrcjp,"RT @may_1s: 2022/04/24 Pharfaite Photo Session 

Model:うたたね翠さん (@meidomusumemoe)

#Pharfaite撮影会 #パルフェット撮影会 https://t.co/XI1h2ovnwM"
140,2023-02-08 09:26:42,@mariang976,RT @Adonai37351488: #VenezuelaMonumental 🇨🇴 @RosaLuisanny
141,2023-02-08 09:26:42,@Doggiesman,@vivienkemp10 @Sammyboy7777Sam No it was official from 26 May 2022
142,2023-02-08 09:26:43,@HafteTig,"RT @Rahel122224: Tigray Crises, &amp; the Monastery of Waldba After the members of the ENDF in collaboration with Amhara forces &amp; ENDF, control…"
143,2023-02-08 09:26:43,@SalvajeRockPy,"RT @SomosVersusPY: 🏆 Tras salir campeón de la Libertadores con Flamengo (noviembre 2022), Arturo Vidal desafiaba al Real Madrid previo al M…"
144,2023-02-08 09:26:43,@Martawit8,"RT @Yohanes45682079: Monks &amp; hermits of Waldba  were persecuted, their heritages tarnished not because of their religion but because of the…"
145,2023-02-08 09:26:43,@2angels2love,"RT @JonesForAR: Tonight, Sarah Huckabee Sanders is giving the response to President Biden's SOTU.
 
I ran against Sarah in 2022. Tonight, I…"
